Region,Site,Reference,Indicator,Latitude (N),Longitude (E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.34,0.04,0.04,1900,8,8
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.32,0.04,0.04,1903,7,7
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.31,0.04,0.04,1909,7,7
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.26,0.03,0.03,1916,6,6
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.24,0.03,0.03,1924,6,6
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.21,0.03,0.03,1927,6,6
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.15,0.03,0.03,1935,5,5
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.18,0.03,0.03,1939,5,5
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.16,0.03,0.03,1946,5,5
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.08,0.03,0.03,1956,2,2
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.07,0.03,0.03,1959,2,2
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.07,0.03,0.03,1961,3,3
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,0,0.03,0.03,1973,4,4
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.01,0.03,0.03,1977,4,4
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,0,0.03,0.03,1986,5,5
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,0.02,0.04,0.04,1995,1,1
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,0.02,0.03,0.03,2000,2,2
"North Carolina, USA",Croatan National Forest,Cinquemani et al. (1982); Compiled in Horton et al. (2009),plants,34.7,-77.1,-1.27,0.29,0.29,304,244,244
"North Carolina, USA",Croatan National Forest,Cinquemani et al. (1982); Compiled in Horton et al. (2009),plants,34.7,-77.1,-0.77,0.29,0.29,894,358,358
"North Carolina, USA",Hatteras Island,Horton et al. (2009),plants,35.52,-75.48,-0.54,0.1,0.1,1722,228,228
"North Carolina, USA",Hatteras Island,Horton et al. (2009),plants,35.23,-75.68,-0.86,0.27,0.27,1732,218,218
"North Carolina, USA",Jarrett Bay,Spaur and Snyder (1999); Compiled in Horton et al. (2009),plants,34.8,-76.49,-1.91,0.13,0.13,-247,485,485
"North Carolina, USA",Jarrett Bay,Spaur and Snyder (1999); Compiled in Horton et al. (2009),plants,34.8,-76.49,-0.73,0.13,0.13,1365,585,585
"North Carolina, USA",Northern Frisco,Horton et al. (2009),plants,35.26,-75.52,-0.71,0.35,0.35,1795,155,155
"North Carolina, USA",Northern Outer Banks,Horton et al. (2009),plants,35.97,-75.66,-1.78,0.1,0.1,485,83,83
"North Carolina, USA",Pamlico Sound,Horton et al. (2009),plants,35.22,-75.66,-0.66,0.27,0.27,1387,67,67
"North Carolina, USA",Wilmington,Cinquemani et al. (1982); Compiled in Horton et al. (2009),plants,34.1,-78,-3.03,0.3,0.3,-1694,257,257
"North Carolina, USA",Wilmington,Cinquemani et al. (1982); Compiled in Horton et al. (2009),plants,34.1,-78,-0.93,0.3,0.3,683,279,279
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.78,0.06,0.06,1021,104,169
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.83,0.06,0.06,1021,137,137
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.73,0.06,0.06,1054,100,170
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.71,0.06,0.06,1089,121,182
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.66,0.06,0.06,1119,133,190
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.63,0.06,0.06,1148,116,182
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.59,0.06,0.06,1181,90,186
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.55,0.06,0.06,1229,107,162
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.51,0.06,0.06,1257,110,151
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.46,0.06,0.06,1277,92,125
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.43,0.06,0.06,1294,73,112
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.39,0.06,0.06,1314,79,153
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.35,0.06,0.06,1351,108,190
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.31,0.06,0.06,1391,128,176
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.26,0.06,0.06,1415,114,156
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.21,0.06,0.06,1437,110,153
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.19,0.06,0.06,1458,104,163
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.15,0.06,0.06,1487,116,150
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.12,0.06,0.06,1504,123,142
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.08,0.06,0.06,1514,121,135
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-1.03,0.06,0.06,1521,125,137
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.99,0.06,0.06,1527,129,142
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.95,0.06,0.06,1533,131,147
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.89,0.06,0.06,1541,137,161
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.87,0.06,0.06,1553,130,181
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.84,0.06,0.06,1579,99,214
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.79,0.06,0.06,1637,85,224
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.75,0.06,0.06,1706,119,204
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.71,0.06,0.06,1723,97,163
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.66,0.06,0.06,1739,75,122
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.62,0.06,0.06,1755,53,81
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.6,0.06,0.06,1764,42,61
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.58,0.06,0.06,1772,31,40
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.52,0.06,0.06,1780,20,20
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.51,0.06,0.06,1790,18,20
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.49,0.06,0.06,1800,16,20
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.47,0.06,0.06,1810,13,21
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.44,0.06,0.06,1820,11,21
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.42,0.06,0.06,1830,10,20
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.41,0.06,0.06,1840,10,18
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.42,0.06,0.06,1850,10,17
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.41,0.06,0.06,1860,10,15
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.39,0.06,0.06,1870,10,13
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.37,0.06,0.06,1880,10,11
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.35,0.06,0.06,1891,10,10
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.33,0.06,0.06,1900,9,9
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.29,0.06,0.06,1909,7,7
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.28,0.06,0.06,1912,8,8
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.27,0.06,0.06,1916,6,6
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.27,0.06,0.06,1920,9,9
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.26,0.06,0.06,1926,7,7
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.24,0.06,0.06,1929,6,6
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.24,0.06,0.06,1931,5,5
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.23,0.06,0.06,1938,6,6
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.23,0.06,0.06,1940,3,3
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.19,0.06,0.06,1942,5,5
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.14,0.06,0.06,1950,5,5
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.17,0.06,0.06,1953,3,3
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.19,0.06,0.06,1955,4,4
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.23,0.06,0.06,1956,3,3
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.19,0.06,0.06,1957,4,4
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.16,0.06,0.06,1959,4,4
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.13,0.06,0.06,1960,3,3
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.14,0.06,0.06,1962,2,2
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.14,0.06,0.06,1966,2,2
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.13,0.06,0.06,1967,3,3
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.12,0.06,0.06,1970,3,3
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.1,0.06,0.06,1971,2,2
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.09,0.06,0.06,1974,1,1
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.09,0.06,0.06,1976,2,2
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.08,0.06,0.06,1979,1,1
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.07,0.06,0.06,1982,1,1
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.06,0.06,0.06,1986,1,1
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.04,0.06,0.06,1989,1,1
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.03,0.06,0.06,1993,0,0
"Nova Scotia, Canada",Chezzetcook,Gehrels et al. (2005),foraminifera,44.739,-63.26,-0.01,0.06,0.06,1996,0,0
"Nova Scotia, Canada",Chezzetcook Inlet,Scott et al. (1995),foraminifera,44.74,-63.26,-6.39,0.27,0.27,-836,421,421
"Nova Scotia, Canada",Chezzetcook Inlet,Scott et al. (1995),foraminifera,44.74,-63.26,-3.4,0.28,0.28,298,270,270
"Rio de Janeiro, Brazil",Buzios,Martin and Suguio (1978),vermetid,-22.733,-41.85,2.1,0.4,0.4,-1303,445,445
"Rio de Janeiro, Brazil",Buzios,Martin and Suguio (1978),vermetid,-22.767,-41.883,1.8,0.4,0.4,-1234,427,427
"Rio de Janeiro, Brazil",Mangaratiba,Martin and Suguio (1978),vermetid,-22.967,-44.033,1.7,0.4,0.4,-1123,258,258
"Rio de Janeiro, Brazil",Itaipu-Acu,Ireland (1988),herbaceous peat,-22.95,-42.9,0.32,0.25,0.25,-785,195,195
"Rio de Janeiro, Brazil",Lagoa do Padre,Ireland (1988),herbaceous peat,-22.933,-42.767,1.05,0.25,0.25,-630,188,188
"Rio de Janeiro, Brazil",Itaipu-Acu,Ireland (1988),herbaceous peat,-22.95,-42.9,0.42,0.25,0.25,-577,179,179
"Rio de Janeiro, Brazil",Frade,Martin and Suguio (1978),vermetid,-22.967,-42.433,1.5,0.4,0.4,-455,322,322
"Rio de Janeiro, Brazil",Arraial do Cabro,Martin and Suguio (1978),vermetid,-22.933,-42.017,1.8,0.4,0.4,-401,430,430
"Rio de Janeiro, Brazil",Cabo Frio,Delibras and Laborel (1969),vermetid,-22.9,-42,2,0.5,0.5,-101,239,239
"Rio de Janeiro, Brazil",Corao Grande,Martin and Suguio (1978),vermetid,-22.917,-43.833,1.6,0.4,0.4,-353,355,355
"Rio de Janeiro, Brazil",Ilha do Araujo,Martin and Suguio (1978),vermetid,-23.15,-44.683,1.4,0.4,0.4,42,217,217
"Rio de Janeiro, Brazil",Ilha Grande,Delibras and Laborel (1969),vermetid,-23.167,-44.167,1.5,0.5,0.5,760,218,218
"Rio de Janeiro, Brazil",Mangaratiba,Martin and Suguio (1978),vermetid,-22.967,-44.033,0.8,0.4,0.4,789,142,142
"Rio de Janeiro, Brazil",Parati-Mirim,Martin and Suguio (1978),vermetid,-23.233,-44.617,1,0.4,0.4,895,177,177
"Rio de Janeiro, Brazil",Praia de Mambucaba,Martin and Suguio (1978),vermetid,-23.033,-44.55,1.5,0.5,0.5,547,189,189
"Rio de Janeiro, Brazil",Tarituba,Martin and Suguio (1978),vermetid,-23.033,-44.6,0.7,0.4,0.4,1388,120,120
"Santa Catarina, Brazil",Ponta da Galheta,Angulo et al. (1999),vermetid,-28.567,-48.786,2,0.5,0.5,-688,195,195
"Santa Catarina, Brazil",Ponta da Galheta,Angulo et al. (1999),vermetid,-28.567,-48.786,0.75,0.5,0.5,-586,182,182
"Santa Catarina, Brazil",Ponta da Passagem da Barra,Angulo et al. (1999),vermetid,-28.505,-48.746,1,0.5,0.5,-188,272,272
"Santa Catarina, Brazil",Cape of Santa Marta,Angulo et al. (1999),vermetid,-28.605,-48.815,0.95,0.5,0.5,6,212,212
"Santa Catarina, Brazil",Cape of Santa Marta,Angulo et al. (1999),vermetid,-28.605,-48.815,0.35,0.5,0.5,291,153,153
"Santa Catarina, Brazil",Cape of Santa Marta,Angulo et al. (1999),vermetid,-28.605,-48.815,1.55,0.5,0.5,678,161,161
"Santa Catarina, Brazil",Cape of Santa Marta,Angulo et al. (1999),vermetid,-28.605,-48.815,1.05,0.5,0.5,811,220,220
"Santa Catarina, Brazil",Cape of Santa Marta,Angulo et al. (1999),vermetid,-28.605,-48.815,0.25,0.5,0.5,1047,145,145
"Santa Catarina, Brazil",Cape of Santa Marta,Angulo et al. (1999),vermetid,-28.605,-48.815,0.2,0.5,0.5,1197,140,140
"Santa Catarina, Brazil",Ponta da Galheta,Angulo et al. (1999),vermetid,-28.567,-48.786,1.15,0.5,0.5,158,182,182
"Santa Catarina, Brazil",Ponta da Galheta,Angulo et al. (1999),vermetid,-28.567,-48.786,0.8,0.5,0.5,734,202,202
"Santa Catarina, Brazil",Ponta da Ilhota,Angulo et al. (1999),vermetid,-28.536,-48.76,1.1,0.5,0.5,324,184,184
"Santa Catarina, Brazil",Ponta da Ilhota,Angulo et al. (1999),vermetid,-28.536,-48.76,1.05,0.5,0.5,833,152,152
"Santa Catarina, Brazil",Ponta da Ilhota,Angulo et al. (1999),vermetid,-28.505,-48.746,0.2,0.5,0.5,1180,131,131
"Santa Catarina, Brazil",Ponta da Passagem da Barra,Angulo et al. (1999),vermetid,-28.505,-48.746,1,0.5,0.5,-188,272,272
"Santa Catarina, Brazil",Ponta da Passagem da Barra,Angulo et al. (1999),vermetid,-28.505,-48.746,0.2,0.5,0.5,1186,133,133
"Santa Catarina, Brazil",Ponta de Itapiruba,Angulo et al. (1999),vermetid,-28.338,-48.699,0.2,0.5,0.5,1796,155,155
"Santa Catarina, Brazil",Ponta de Itapiruba,Angulo et al. (1999),vermetid,-28.338,-48.699,0.2,0.5,0.5,1835,116,116
"Santa Catarina, Brazil",Ponta do Ji,Angulo et al. (1999),vermetid,-28.424,-48.738,0.55,0.5,0.5,558,213,213
"Santa Catarina, Brazil",Ponta do Ji,Angulo et al. (1999),vermetid,-28.424,-48.738,0.4,0.5,0.5,1382,94,94
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.17,0.35,0.35,583,143,143
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.15,0.35,0.35,651,133,133
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.13,0.35,0.35,726,108,108
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.28,0.35,0.35,773,108,108
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.09,0.35,0.35,809,115,115
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.18,0.35,0.35,873,135,135
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.08,0.36,0.36,970,110,110
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.2,0.36,0.36,1030,95,95
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.04,0.35,0.35,1095,75,75
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.11,0.35,0.35,1164,80,80
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.05,0.35,0.35,1213,65,65
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.41,0.35,0.35,1278,95,95
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.09,0.35,0.35,1326,60,60
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.13,0.35,0.35,1358,63,63
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.22,0.35,0.35,1405,75,75
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.05,0.36,0.36,1479,63,63
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.14,0.36,0.36,1548,85,85
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.17,0.36,0.36,1580,80,80
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.2,0.36,0.36,1601,105,105
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.12,0.35,0.35,1649,93,93
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.24,0.35,0.35,1699,110,110
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,-0.02,0.35,0.35,1732,85,85
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0,0.35,0.35,1768,85,85
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.03,0.35,0.35,1785,78,78
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.12,0.35,0.35,1791,80,80
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.07,0.35,0.35,1821,60,60
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.08,0.35,0.35,1844,55,55
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,-0.12,0.36,0.36,1871,33,33
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,-0.03,0.36,0.36,1882,33,33
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,-0.11,0.36,0.36,1905,18,18
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.04,0.35,0.35,1919,18,18
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.16,0.35,0.35,1929,8,8
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,-0.21,0.36,0.36,1946,3,3
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.01,0.35,0.35,1963,1,1
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,-0.02,0.35,0.35,1978,5,5
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.32,0.35,0.35,1987,3,3
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.14,0.35,0.35,1994,1,1
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0.1,0.35,0.35,1998,3,3
"Scotland, UK",Kyle of Tongue,Barlow et al. (2014),diatoms,58.4,-4.45,0,0.35,0.35,2009,3,3
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.22,0.35,0.35,235,202,202
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.24,0.35,0.35,267,201,201
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.28,0.35,0.35,300,197,197
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.18,0.35,0.35,316,190,190
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.22,0.35,0.35,333,187,187
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,0,0.35,0.35,365,174,174
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.06,0.35,0.35,397,158,158
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.04,0.36,0.36,437,143,143
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.25,0.35,0.35,493,130,130
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.3,0.35,0.35,555,94,94
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.33,0.36,0.36,622,121,121
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.17,0.36,0.36,686,162,162
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.16,0.36,0.36,750,182,182
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.11,0.36,0.36,815,175,175
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.19,0.36,0.36,888,143,143
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.16,0.36,0.36,978,151,151
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.3,0.35,0.35,1067,181,181
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.3,0.36,0.36,1156,188,188
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.16,0.36,0.36,1249,171,171
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.11,0.36,0.36,1335,109,109
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.29,0.35,0.35,1361,98,98
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.16,0.36,0.36,1383,100,100
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.27,0.35,0.35,1418,73,73
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.1,0.36,0.36,1449,71,71
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.1,0.36,0.36,1494,46,46
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,0.04,0.37,0.37,1549,47,47
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.2,0.35,0.35,1588,34,34
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.02,0.36,0.36,1625,34,34
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.2,0.36,0.36,1661,37,37
"Scotland, UK",Loch Laxford,Barlow et al. (2014),diatoms,58.4,-5.07,-0.05,0.36,0.36,1698,69,69
